STATE,COUNTY,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Colorado,Huerfano County,6988,3562,3426,3140,3004,47,69,193,180,38,38,11,11,133,124,3266,3124,71,99,279,260,64,54,20,16,2460,2403,2279,2229,30,37,47,44,24,25,9,6,71,62,2346,2287,45,60,83,76,45,34,14,10,1102,1023,861,775,17,32,146,136,14,13,2,5,62,62,920,837,26,39,196,184,19,20,6,6
Colorado,Jackson County,1273,692,581,649,552,4,2,25,14,4,3,0,0,10,10,658,562,6,5,32,19,6,6,0,0,589,507,568,487,4,2,9,7,3,3,0,0,5,8,572,495,6,5,12,10,4,6,0,0,103,74,81,65,0,0,16,7,1,0,0,0,5,2,86,67,0,0,20,9,2,0,0,0
Colorado,Jefferson County,578533,291178,287355,263312,259756,5666,4351,3705,3627,9513,11069,392,367,8590,8185,271567,267627,8133,6634,6848,6698,13119,14444,912,845,243343,239182,221511,217524,4609,3367,1426,1487,9058,10537,283,243,6456,6024,227730,223332,6549,5160,3288,3217,12121,13386,675,609,47835,48173,41801,42232,1057,984,2279,2140,455,532,109,124,2134,2161,43837,44295,1584,1474,3560,3481,998,1058,237,236
Colorado,Kiowa County,1392,686,706,637,672,12,3,9,6,2,4,0,3,26,18,661,690,21,11,20,16,8,4,2,3,610,647,580,623,9,3,3,5,2,4,0,1,16,11,596,634,16,9,7,10,6,4,1,1,76,59,57,49,3,0,6,1,0,0,0,2,10,7,65,56,5,2,13,6,2,0,1,2
Colorado,Kit Carson County,7080,3573,3507,3341,3279,49,38,56,60,22,38,10,7,95,85,3430,3359,78,73,106,101,40,51,20,10,2789,2758,2634,2599,37,32,23,23,22,37,4,2,69,65,2697,2660,60,58,55,54,36,48,13,5,784,749,707,680,12,6,33,37,0,1,6,5,26,20,733,699,18,15,51,47,4,3,7,5
Colorado,Lake County,7369,3891,3478,3570,3174,48,30,108,117,41,40,4,1,120,116,3686,3281,80,66,179,188,59,51,9,9,2602,2225,2437,2061,35,24,41,34,31,39,4,1,54,66,2489,2122,54,49,65,69,39,44,9,8,1289,1253,1133,1113,13,6,67,83,10,1,0,0,66,50,1197,1159,26,17,114,119,20,7,0,1
Colorado,La Plata County,56823,28785,28038,25452,24562,254,162,2058,2289,241,274,23,33,757,718,26146,25235,413,310,2523,2715,410,435,68,83,25118,24265,22738,21724,199,126,1439,1628,202,240,19,31,521,516,23214,22211,323,244,1722,1900,338,374,52,68,3667,3773,2714,2838,55,36,619,661,39,34,4,2,236,202,2932,3024,90,66,801,815,72,61,16,15
Colorado,Larimer County,374574,186696,187878,170266,171603,3043,2533,2167,2236,5140,5502,225,203,5855,5801,175864,177150,4841,4322,4094,4128,7652,7984,589,546,161148,163306,148218,150372,2493,2025,820,877,4890,5262,158,137,4569,4633,152608,154824,3953,3525,2012,2085,7054,7450,440,423,25548,24572,22048,21231,550,508,1347,1359,250,240,67,66,1286,1168,23256,22326,888,797,2082,2043,598,534,149,123
Colorado,Las Animas County,14518,7612,6906,6622,6199,285,85,308,265,169,130,7,8,221,219,6830,6408,327,141,454,404,207,161,22,18,4671,4254,4047,3852,236,66,123,87,154,121,3,2,108,126,4145,3973,267,104,184,156,174,140,10,9,2941,2652,2575,2347,49,19,185,178,15,9,4,6,113,93,2685,2435,60,37,270,248,33,21,12,9
Colorado,Lincoln County,5598,3282,2316,2786,2130,298,33,72,42,34,37,11,12,81,62,2852,2190,333,55,111,71,56,44,15,18,2648,2050,2218,1916,282,22,47,20,27,33,11,12,63,47,2270,1961,310,39,76,41,45,39,12,17,634,266,568,214,16,11,25,22,7,4,0,0,18,15,582,229,23,16,35,30,11,5,3,1
Colorado,Logan County,20755,11657,9098,10396,8475,646,137,277,150,108,110,21,17,209,209,10581,8667,725,217,378,247,151,143,37,35,9247,7693,8276,7283,584,90,145,65,90,94,8,11,144,150,8398,7424,652,152,205,127,121,116,17,25,2410,1405,2120,1192,62,47,132,85,18,16,13,6,65,59,2183,1243,73,65,173,120,30,27,20,10
Colorado,Mesa County,161260,79925,81335,74597,76018,1010,692,1230,1200,795,1203,126,130,2167,2092,76591,77946,1697,1335,2261,2185,1435,1803,288,297,66912,68631,63301,64978,749,483,532,479,685,1088,101,97,1544,1506,64727,66376,1289,992,1131,1052,1204,1591,215,230,13013,12704,11296,11040,261,209,698,721,110,115,25,33,623,586,11864,11570,408,343,1130,1133,231,212,73,67
Colorado,Mineral County,933,485,448,463,434,5,2,7,0,1,3,0,0,9,9,471,442,10,6,10,3,3,5,0,1,456,419,437,406,5,2,4,0,1,3,0,0,9,8,445,414,10,5,7,2,3,5,0,1,29,29,26,28,0,0,3,0,0,0,0,0,0,1,26,28,0,1,3,1,0,0,0,0
Colorado,Moffat County,13142,6787,6355,6360,5961,87,59,126,109,46,48,14,8,154,170,6495,6116,145,116,198,191,81,82,26,21,5546,5278,5261,4999,68,44,61,52,39,47,11,5,106,131,5353,5119,113,87,102,112,68,78,18,13,1241,1077,1099,962,19,15,65,57,7,1,3,3,48,39,1142,997,32,29,96,79,13,4,8,8
Colorado,Montezuma County,26841,13376,13465,10937,10763,260,72,1633,2011,124,208,17,17,405,394,11303,11139,371,167,1871,2234,210,285,38,40,11598,11787,9553,9497,240,41,1385,1736,115,197,8,11,297,305,9824,9788,327,115,1539,1897,188,267,23,29,1778,1678,1384,1266,20,31,248,275,9,11,9,6,108,89,1479,1351,44,52,332,337,22,18,15,11
Colorado,Montrose County,44806,22300,22506,20867,21259,233,151,408,379,201,201,55,36,536,480,21374,21713,340,245,737,660,314,309,84,68,17091,17835,16206,17044,156,103,177,140,167,166,37,28,348,354,16533,17380,238,171,362,328,255,259,57,56,5209,4671,4661,4215,77,48,231,239,34,35,18,8,188,126,4841,4333,102,74,375,332,59,50,27,12
Colorado,Morgan County,30300,15678,14622,13626,13242,743,517,775,406,140,131,87,37,307,289,13898,13502,864,619,912,547,205,194,117,61,9071,8901,7996,8118,654,424,77,66,112,101,45,9,187,183,8161,8284,743,498,136,133,158,145,66,30,6607,5721,5630,5124,89,93,698,340,28,30,42,28,120,106,5737,5218,121,121,776,414,47,49,51,31
Colorado,Otero County,17991,8880,9111,7901,8228,204,132,357,342,114,93,25,20,279,296,8161,8502,275,188,534,526,156,156,40,43,5052,5249,4632,4876,118,76,68,71,80,74,10,6,144,146,4767,5014,164,105,143,141,108,118,18,23,3828,3862,3269,3352,86,56,289,271,34,19,15,14,135,150,3394,3488,111,83,391,385,48,38,22,20
Colorado,Ouray County,5197,2602,2595,2480,2462,21,5,33,23,17,40,5,4,46,61,2525,2520,40,23,52,57,24,52,7,8,2429,2391,2326,2286,21,4,23,11,16,39,5,4,38,47,2363,2330,37,20,39,35,22,49,6,8,173,204,154,176,0,1,10,12,1,1,0,0,8,14,162,190,3,3,13,22,2,3,1,0
Colorado,Park County,18316,9768,8548,9109,8002,107,77,144,114,94,100,13,8,301,247,9381,8227,194,139,287,243,184,175,32,20,8937,7903,8412,7478,103,70,82,69,83,95,9,5,248,186,8641,7647,167,115,190,155,167,163,25,17,831,645,697,524,4,7,62,45,11,5,4,3,53,61,740,580,27,24,97,88,17,12,7,3
Colorado,Phillips County,4488,2270,2218,2129,2083,33,13,57,68,9,17,2,3,40,34,2166,2113,52,27,70,81,19,28,3,3,1606,1608,1531,1543,22,10,17,7,9,17,1,2,26,29,1556,1569,37,21,23,18,14,27,2,2,664,610,598,540,11,3,40,61,0,0,1,1,14,5,610,544,15,6,47,63,5,1,1,1
Colorado,Pitkin County,16643,8688,7955,8153,7502,128,80,64,36,173,180,15,15,155,142,8292,7630,181,125,128,86,222,235,25,23,7706,6961,7278,6597,103,69,27,12,164,161,11,12,123,110,7389,6696,144,102,73,47,207,209,21,19,982,994,875,905,25,11,37,24,9,19,4,3,32,32,903,934,37,23,55,39,15,26,4,4
Colorado,Prowers County,11957,5938,6019,5535,5622,86,72,131,128,40,51,1,1,145,145,5668,5752,145,120,196,209,63,82,12,7,3375,3550,3129,3338,69,45,50,51,35,27,1,1,91,88,3211,3418,111,77,86,95,50,50,9,4,2563,2469,2406,2284,17,27,81,77,5,24,0,0,54,57,2457,2334,34,43,110,114,13,32,3,3
Colorado,Pueblo County,169866,84433,85433,74446,76005,2948,2450,2901,2795,1047,1251,197,173,2894,2759,77117,78583,3754,3160,4562,4434,1654,1821,376,327,48443,48953,43216,44142,2104,1575,573,623,793,1000,84,83,1673,1530,44756,45570,2673,2061,1327,1337,1240,1417,202,172,35990,36480,31230,31863,844,875,2328,2172,254,251,113,90,1221,1229,32361,33013,1081,1099,3235,3097,414,404,174,155
Colorado,Rio Blanco County,6607,3394,3213,3164,2991,46,47,59,51,23,25,4,6,98,93,3254,3074,84,74,106,97,42,52,9,12,2982,2885,2800,2713,42,43,40,29,17,24,4,6,79,70,2871,2777,74,62,75,63,35,45,9,10,412,328,364,278,4,4,19,22,6,1,0,0,19,23,383,297,10,12,31,34,7,7,0,2
Colorado,Rio Grande County,11132,5581,5551,5074,5073,85,65,229,245,35,33,3,3,155,132,5215,5193,138,107,318,317,56,60,11,10,3302,3241,3064,3039,61,41,78,65,26,20,2,2,71,74,3131,3107,94,62,107,101,36,40,6,7,2279,2310,2010,2034,24,24,151,180,9,13,1,1,84,58,2084,2086,44,45,211,216,20,20,5,3
Colorado,Routt County,25243,13258,11985,12595,11401,204,114,106,70,124,151,12,10,217,239,12789,11616,276,179,206,169,182,240,27,26,11912,10857,11426,10392,174,108,41,28,110,135,10,8,151,186,11565,10559,224,156,106,97,153,216,19,21,1346,1128,1169,1009,30,6,65,42,14,16,2,2,66,53,1224,1057,52,23,100,72,29,24,8,5
Colorado,Saguache County,6670,3329,3341,2976,3040,51,44,134,120,40,37,2,3,126,97,3092,3125,92,83,213,167,55,59,5,7,2116,2089,1917,1906,36,33,52,56,33,31,1,3,77,60,1986,1957,62,57,101,82,43,47,2,6,1213,1252,1059,1134,15,11,82,64,7,6,1,0,49,37,1106,1168,30,26,112,85,12,12,3,1
Colorado,San Juan County,821,435,386,414,367,1,1,5,3,2,4,0,0,13,11,426,376,7,8,11,5,3,7,1,1,380,315,365,298,1,1,4,3,1,4,0,0,9,9,373,305,6,7,8,4,2,7,0,1,55,71,49,69,0,0,1,0,1,0,0,0,4,2,53,71,1,1,3,1,1,0,1,0
Colorado,San Miguel County,7819,4221,3598,3967,3340,56,37,71,64,46,58,6,6,75,93,4030,3423,90,68,107,103,62,88,9,12,3705,3142,3527,2960,37,21,32,32,44,55,4,3,61,71,3577,3023,65,45,60,60,59,81,6,7,516,456,440,380,19,16,39,32,2,3,2,3,14,22,453,400,25,23,47,43,3,7,3,5
Colorado,Sedgwick County,2257,1128,1129,1039,1044,18,6,22,14,13,23,4,1,32,41,1070,1082,32,27,35,29,19,30,4,2,936,944,892,883,12,5,6,4,7,16,0,0,19,36,910,916,21,26,13,15,11,22,0,1,192,185,147,161,6,1,16,10,6,7,4,1,13,5,160,166,11,1,22,14,8,8,4,1
Colorado,Summit County,30882,16837,14045,15662,12988,333,229,207,193,311,354,42,21,282,260,15919,13224,421,316,325,297,397,431,61,41,13916,11483,13068,10720,272,178,45,43,297,334,19,16,215,192,13262,10893,341,241,127,109,370,404,35,31,2921,2562,2594,2268,61,51,162,150,14,20,23,5,67,68,2657,2331,80,75,198,188,27,27,26,10
Colorado,Teller County,24862,12706,12156,11827,11206,233,231,173,168,82,178,17,25,374,348,12173,11534,348,312,345,340,181,279,36,39,11688,11145,10984,10371,213,215,106,102,70,168,13,18,302,271,11263,10623,305,281,235,223,162,259,28,30,1018,1011,843,835,20,16,67,66,12,10,4,7,72,77,910,911,43,31,110,117,19,20,8,9
Colorado,Washington County,4771,2534,2237,2381,2113,49,32,11,14,24,26,5,2,64,50,2441,2161,81,49,27,31,37,42,12,4,2186,1967,2061,1866,45,23,8,11,14,22,1,0,57,45,2114,1909,76,39,21,25,25,37,7,2,348,270,320,247,4,9,3,3,10,4,4,2,7,5,327,252,5,10,6,6,12,5,5,2
Colorado,Weld County,369745,187666,182079,169991,165770,4255,3326,3669,3227,4241,4525,442,362,5068,4869,174739,170356,5719,4713,5880,5367,5897,6128,727,631,126808,124600,114878,113586,3329,2408,967,821,3861,4220,277,227,3496,3338,118160,116734,4455,3477,2146,1941,5220,5543,488,425,60858,57479,55113,52184,926,918,2702,2406,380,305,165,135,1572,1531,56579,53622,1264,1236,3734,3426,677,585,239,206
Colorado,Yuma County,10048,5142,4906,4888,4718,42,18,111,61,21,33,15,11,65,65,4950,4782,77,47,136,88,29,41,15,13,3314,3412,3209,3305,31,11,18,21,13,18,3,4,40,53,3246,3357,55,35,31,42,19,25,3,6,1828,1494,1679,1413,11,7,93,40,8,15,12,7,25,12,1704,1425,22,12,105,46,10,16,12,7
Delaware,Kent County,192690,92311,100379,57408,60890,27816,31487,728,767,2221,2794,116,147,4022,4294,60806,64388,30585,34514,1651,1797,3356,4030,430,521,84322,91946,51884,55044,26293,29863,486,501,2167,2721,56,57,3436,3760,54797,58112,28652,32507,1164,1329,3192,3844,320,371,7989,8433,5524,5846,1523,1624,242,266,54,73,60,90,586,534,6009,6276,1933,2007,487,468,164,186,110,150
Delaware,New Castle County,588093,284999,303094,177048,183719,76593,87266,1912,1912,20169,20748,293,253,8984,9196,184922,191611,82692,93573,3855,4123,22658,23201,450,449,247817,266692,148074,156212,71737,81922,553,590,19849,20270,106,85,7498,7613,154672,162741,76739,87004,2029,2311,22082,22499,218,231,37182,36402,28974,27507,4856,5344,1359,1322,320,478,187,168,1486,1583,30250,28870,5953,6569,1826,1812,576,702,232,218
Delaware,Sussex County,271134,131244,139890,108620,116303,15366,15850,1736,1773,1889,2264,275,212,3358,3488,111655,119380,17654,18236,2670,2834,2448,2840,377,322,114280,124047,94954,103582,14181,14810,485,496,1795,2165,52,45,2813,2949,97501,106186,16093,16808,1226,1371,2292,2687,132,132,16964,15843,13666,12721,1185,1040,1251,1277,94,99,223,167,545,539,14154,13194,1561,1428,1444,1463,156,153,245,190
Florida,Alachua County,291782,140310,151472,98402,104111,26704,31506,592,663,9877,10410,174,126,4561,4656,102503,108276,29222,34109,1187,1290,11897,12488,430,390,121643,131603,81991,86631,25624,30437,318,351,9717,10158,104,85,3889,3941,85488,90144,27662,32512,769,833,11593,12082,302,286,18667,19869,16411,17480,1080,1069,274,312,160,252,70,41,672,715,17015,18132,1560,1597,418,457,304,406,128,104
Florida,Baker County,29325,15118,14207,12303,11940,2227,1664,90,83,133,152,12,13,353,355,12637,12261,2428,1867,185,182,197,219,29,36,14273,13644,11609,11488,2156,1618,69,62,121,147,3,5,315,324,11911,11779,2336,1799,152,157,176,211,18,25,845,563,694,452,71,46,21,21,12,5,9,8,38,31,726,482,92,68,33,25,21,8,11,11
Florida,Bay County,199718,98949,100769,79630,80410,12411,12578,895,1001,2097,2887,177,169,3739,3724,83043,83788,14198,14333,1737,1899,3584,4406,396,383,88178,90463,70667,72269,11621,11619,565,554,1988,2781,125,114,3212,3126,73595,75095,13117,13049,1251,1275,3350,4154,308,287,10771,10306,8963,8141,790,959,330,447,109,106,52,55,527,598,9448,8693,1081,1284,486,624,234,252,88,96
Florida,Bradford County,28075,14834,13241,11357,10690,2967,1994,81,117,88,110,13,9,328,321,11658,10966,3166,2186,156,196,154,177,39,45,13900,12635,10598,10217,2873,1948,59,80,84,108,7,2,279,280,10854,10454,3040,2118,122,147,141,170,31,33,934,606,759,473,94,46,22,37,4,2,6,7,49,41,804,512,126,68,34,49,13,7,8,12
Florida,Brevard County,658447,324595,333852,266919,271275,36604,38768,1738,1689,8596,10835,483,467,10255,10818,276244,281052,42053,44567,3870,3977,12597,15090,1122,1133,281032,289797,229987,233543,33240,35649,1071,1038,8218,10486,267,280,8249,8801,237430,241424,37453,40196,2669,2787,11702,14245,788,824,43563,44055,36932,37732,3364,3119,667,651,378,349,216,187,2006,2017,38814,39628,4600,4371,1201,1190,895,845,334,309
Florida,Broward County,2037472,1001432,1036040,638552,633779,289940,325825,4971,4628,40700,44285,1340,1318,25929,26205,658639,653685,308021,344196,9392,9185,50662,54640,4013,4104,655797,680707,326636,312865,270093,304879,1883,1938,39037,42169,670,662,17478,18194,339235,325693,281858,317249,4483,4743,46725,50341,2795,2903,345635,355333,311916,320914,19847,20946,3088,2690,1663,2116,670,656,8451,8011,319404,327992,26163,26947,4909,4442,3937,4299,1218,1201
Florida,Calhoun County,13278,7093,6185,5618,5247,1103,535,112,106,62,70,16,12,182,215,5789,5435,1184,661,183,170,89,107,33,29,6600,5904,5216,5053,1076,515,85,87,55,64,8,4,160,181,5368,5212,1145,618,148,142,79,97,21,18,493,281,402,194,27,20,27,19,7,6,8,8,22,34,421,223,39,43,35,28,10,10,12,11
Florida,Charlotte County,212122,104580,107542,93371,96640,7191,6327,412,497,1536,2061,101,72,1969,1945,95178,98390,8176,7294,991,1074,2081,2635,236,227,94698,98099,84841,88262,6444,5800,252,337,1478,2008,69,60,1614,1632,86324,89731,7224,6587,722,825,1965,2523,173,186,9882,9443,8530,8378,747,527,160,160,58,53,32,12,355,313,8854,8659,952,707,269,249,116,112,63,41
Florida,Citrus County,170174,82934,87240,76239,80437,3083,2934,446,427,1295,1546,61,71,1810,1825,77896,82083,3934,3803,1107,1077,1722,2001,179,210,76062,80573,70314,74546,2674,2608,318,308,1192,1508,47,55,1517,1548,71699,75949,3369,3332,854,849,1581,1919,149,166,6872,6667,5925,5891,409,326,128,119,103,38,14,16,293,277,6197,6134,565,471,253,228,141,82,30,44
Florida,Clay County,236760,117097,119663,91309,92102,17085,17759,680,650,3580,4568,220,230,4223,4354,95154,96040,19126,19884,1474,1461,5470,6538,488,514,102624,105275,79505,80383,15619,16294,448,454,3386,4369,142,138,3524,3637,82709,83667,17259,18013,1067,1090,5078,6129,369,368,14473,14388,11804,11719,1466,1465,232,196,194,199,78,92,699,717,12445,12373,1867,1871,407,371,392,409,119,146
Florida,Collier County,416233,204830,211403,181505,187181,15683,15398,1497,1392,3280,4224,252,203,2613,3005,183639,189633,17063,17007,2125,2138,4234,5318,621,652,141958,150885,122459,130383,14029,13778,392,387,3015,4017,72,84,1991,2236,124045,132138,15049,14944,828,899,3810,4911,394,457,62872,60518,59046,56798,1654,1620,1105,1005,265,207,180,119,622,769,59594,57495,2014,2063,1297,1239,424,407,227,195
Florida,Columbia County,73977,37442,36535,28815,28428,6695,6156,275,256,425,499,297,304,935,892,29676,29244,7276,6715,497,474,589,656,355,358,33982,33364,26086,25886,6456,5981,193,182,409,474,28,30,810,811,26828,26623,6955,6486,384,383,559,623,80,77,3460,3171,2729,2542,239,175,82,74,16,25,269,274,125,81,2848,2621,321,229,113,91,30,33,275,281
Florida,DeSoto County,36744,20633,16111,16924,13650,2994,1858,222,166,134,134,46,30,313,273,17215,13899,3200,2047,286,225,182,171,64,48,13459,11927,10259,9834,2788,1717,60,53,105,112,5,1,242,210,10481,10021,2948,1862,105,102,146,141,22,15,7174,4184,6665,3816,206,141,162,113,29,22,41,29,71,63,6734,3878,252,185,181,123,36,30,42,33
Florida,Dixie County,17614,9582,8032,8135,7236,1121,468,68,58,42,63,7,5,209,202,8327,7423,1232,565,146,143,67,88,22,17,9046,7657,7674,6919,1085,442,52,49,34,58,7,5,194,184,7853,7089,1186,528,124,128,59,82,21,15,536,375,461,317,36,26,16,9,8,5,0,0,15,18,474,334,46,37,22,15,8,6,1,2
Florida,Duval County,1055159,511403,543756,311936,318113,150874,173206,3174,3057,27260,30567,729,672,17430,18141,327312,334048,160557,183255,6095,6205,34626,38307,1776,1781,438924,473284,252857,261150,143140,165312,1588,1585,26386,29735,447,413,14506,15089,265550,274238,150922,173378,3821,4020,32965,36632,1339,1359,72479,70472,59079,56963,7734,7894,1586,1472,874,832,282,259,2924,3052,61762,59810,9635,9877,2274,2185,1661,1675,437,422
Florida,Escambia County,331275,163627,167648,114425,113257,35246,39385,1598,1570,5507,6406,296,333,6555,6697,120191,119125,38433,42637,3040,3107,8358,9346,779,848,149917,156085,103266,103956,34238,38462,1234,1163,5117,6230,231,284,5831,5990,108387,109167,37038,41322,2458,2504,7770,8979,658,743,13710,11563,11159,9301,1008,923,364,407,390,176,65,49,724,707,11804,9958,1395,1315,582,603,588,367,121,105
Florida,Flagler County,136744,66205,70539,55555,58821,6950,7395,316,298,1600,2247,82,75,1702,1703,57067,60323,7884,8320,727,718,2130,2774,220,230,57679,61733,48215,51180,6317,6763,193,198,1514,2150,52,50,1388,1392,49438,52395,7057,7493,520,543,1992,2615,172,173,8526,8806,7340,7641,633,632,123,100,86,97,30,25,314,311,7629,7928,827,827,207,175,138,159,48,57
Florida,Franklin County,12979,6979,6000,5773,5363,951,395,77,39,32,40,7,9,139,154,5901,5502,1045,498,100,80,51,58,21,16,6444,5728,5316,5124,932,387,36,27,27,32,1,6,132,152,5437,5261,1021,490,59,66,45,50,14,13,535,272,457,239,19,8,41,12,5,8,6,3,7,2,464,241,24,8,41,14,6,8,7,3
Florida,Gadsden County,44151,21279,22872,9566,9402,10965,12684,275,194,121,196,37,42,315,354,9843,9707,11139,12882,368,299,176,262,71,80,18108,20000,6972,6984,10736,12481,54,64,103,176,9,10,234,285,7172,7223,10861,12636,124,156,150,232,38,41,3171,2872,2594,2418,229,203,221,130,18,20,28,32,81,69,2671,2484,278,246,244,143,26,30,33,39
Florida,Gilchrist County,20233,10271,9962,9494,9085,414,407,130,121,48,75,19,7,166,267,9642,9321,493,539,195,239,73,113,35,23,9297,9104,8686,8354,378,377,30,50,44,73,4,0,155,250,8825,8574,450,498,91,163,67,111,20,14,974,858,808,731,36,30,100,71,4,2,15,7,11,17,817,747,43,41,104,76,6,2,15,9
Florida,Glades County,13132,7563,5569,5502,4548,1402,580,459,261,56,51,8,14,136,115,5622,4654,1473,649,505,294,82,69,18,20,5532,4059,3837,3243,1320,498,218,192,43,44,6,12,108,70,3931,3306,1375,536,257,214,65,57,13,16,2031,1510,1665,1305,82,82,241,69,13,7,2,2,28,45,1691,1348,98,113,248,80,17,12,5,4
Florida,Gulf County,15876,8707,7169,6894,6131,1500,676,68,57,47,76,1,3,197,226,7072,6337,1605,801,138,139,74,103,15,15,8045,6929,6300,5937,1470,668,55,48,38,61,1,2,181,213,6462,6130,1566,782,122,128,64,88,12,14,662,240,594,194,30,8,13,9,9,15,0,1,16,13,610,207,39,19,16,11,10,15,3,1
Florida,Hamilton County,14334,8106,6228,5038,4156,2694,1730,95,82,48,74,13,4,218,182,5240,4325,2819,1842,160,126,75,102,31,16,7079,5499,4211,3572,2607,1676,63,50,45,61,0,0,153,140,4349,3699,2693,1761,112,85,66,85,13,10,1027,729,827,584,87,54,32,32,3,13,13,4,65,42,891,626,126,81,48,41,9,17,18,6
Florida,Hardee County,26068,13964,12104,12008,10433,1230,974,197,185,204,187,22,32,303,293,12283,10708,1420,1158,267,254,259,231,42,49,7761,7113,6177,5856,1111,843,51,48,174,164,13,7,235,195,6388,6036,1256,957,107,99,219,197,30,20,6203,4991,5831,4577,119,131,146,137,30,23,9,25,68,98,5895,4672,164,201,160,155,40,34,12,29
Florida,Hendry County,46130,25501,20629,21208,16684,2711,2645,685,572,410,269,59,39,428,420,21601,17075,2938,2872,829,703,479,332,84,67,9324,9320,6276,6303,2229,2324,268,237,355,237,14,12,182,207,6437,6495,2323,2434,324,300,396,272,27,26,16177,11309,14932,10381,482,321,417,335,55,32,45,27,246,213,15164,10580,615,438,505,403,83,60,57,41
Florida,Hernando County,218150,106097,112053,93341,98593,7558,7687,628,654,1574,2007,149,130,2847,2982,95944,101314,9133,9346,1353,1403,2277,2732,303,301,85490,91543,75191,80502,6260,6419,325,365,1450,1870,85,75,2179,2312,77177,82593,7410,7655,869,946,2057,2502,213,209,20607,20510,18150,18091,1298,1268,303,289,124,137,64,55,668,670,18767,18721,1723,1691,484,457,220,230,90,92
Florida,Highlands County,109778,53936,55842,45553,46698,5816,6532,486,452,859,997,76,65,1146,1098,46588,47694,6444,7157,826,764,1089,1204,152,134,40162,43631,33162,35705,5122,5868,217,269,791,932,28,31,842,826,33912,36453,5563,6319,473,503,981,1106,88,86,13774,12211,12391,10993,694,664,269,183,68,65,48,34,304,272,12676,11241,881,838,353,261,108,98,64,48
Florida,Hillsborough County,1581426,781502,799924,569716,572751,138144,151989,6756,5333,40305,43092,1099,1220,25482,25539,592617,595555,154067,167884,11397,10012,48655,51692,2483,2596,528296,553088,348070,356179,121186,134615,1698,1739,39148,41578,566,590,17628,18387,363602,372259,131617,145521,4515,4758,45862,48657,1600,1659,253206,246836,221646,216572,16958,17374,5058,3594,1157,1514,533,630,7854,7152,229015,223296,22450,22363,6882,5254,2793,3035,883,937
Florida,Holmes County,19876,10390,9486,8951,8659,980,307,124,117,70,77,20,17,245,309,9180,8954,1080,430,250,270,92,108,35,33,9928,9140,8568,8376,950,292,108,105,64,69,15,16,223,282,8777,8645,1042,404,221,248,83,94,29,31,462,346,383,283,30,15,16,12,6,8,5,1,22,27,403,309,38,26,29,22,9,14,6,2
Florida,Indian River County,172139,83528,88611,72179,76498,7704,8271,393,417,1585,1730,64,60,1603,1635,73632,77967,8529,9105,817,868,2020,2161,167,171,70592,76129,60388,64985,7124,7808,169,228,1500,1660,38,43,1373,1405,61628,66240,7805,8505,533,613,1902,2056,129,142,12936,12482,11791,11513,580,463,224,189,85,70,26,17,230,230,12004,11727,724,600,284,255,118,105,38,29
Florida,Jackson County,49980,27509,22471,18507,16263,7812,5253,263,205,199,175,87,36,641,539,19078,16758,8201,5586,447,350,304,253,126,67,25578,21414,16928,15393,7639,5178,194,169,170,162,46,16,601,496,17461,15845,8005,5483,368,303,267,236,84,47,1931,1057,1579,870,173,75,69,36,29,13,41,20,40,43,1617,913,196,103,79,47,37,17,42,20
Florida,Jefferson County,15921,8462,7459,5577,4934,2633,2223,45,50,39,82,3,2,165,168,5731,5092,2714,2314,111,112,56,101,16,8,7905,7108,5119,4672,2573,2175,29,30,36,79,3,1,145,151,5253,4814,2641,2255,90,88,51,95,16,7,557,351,458,262,60,48,16,20,3,3,0,1,20,17,478,278,73,59,21,24,5,6,0,1
Florida,Lafayette County,8640,4981,3659,3852,3276,978,243,51,22,11,20,5,4,84,94,3931,3364,1028,303,77,52,16,28,13,7,4357,3264,3297,2929,947,220,24,12,11,19,2,3,76,81,3369,3004,990,272,48,39,16,25,10,6,624,395,555,347,31,23,27,10,0,1,3,1,8,13,562,360,38,31,29,13,0,3,3,1
