STATE,COUNTY,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Texas,San Saba County,5508,2958,2550,2680,2372,150,30,47,50,16,25,1,4,64,69,2738,2433,179,55,73,86,26,39,6,7,1961,1788,1748,1667,141,24,15,28,15,23,1,4,41,42,1787,1705,160,39,30,49,22,33,3,5,997,762,932,705,9,6,32,22,1,2,0,0,23,27,951,728,19,16,43,37,4,6,3,2
Texas,Schleicher County,2302,1174,1128,1093,1031,32,24,12,27,6,9,0,0,31,37,1124,1068,48,40,23,45,8,11,3,1,556,512,514,460,24,16,1,9,4,5,0,0,13,22,527,482,31,27,4,19,6,6,1,0,618,616,579,571,8,8,11,18,2,4,0,0,18,15,597,586,17,13,19,26,2,5,2,1
Texas,Scurry County,16211,8500,7711,7556,7081,504,231,137,102,94,105,8,11,201,181,7735,7248,624,325,193,168,125,132,25,21,4650,4309,4008,3898,418,187,49,36,69,76,5,4,101,108,4105,4000,490,244,70,71,77,94,10,8,3850,3402,3548,3183,86,44,88,66,25,29,3,7,100,73,3630,3248,134,81,123,97,48,38,15,13
Texas,Shackelford County,3169,1581,1588,1475,1494,40,31,28,14,6,12,2,1,30,36,1502,1527,57,53,37,23,12,18,3,3,1343,1395,1271,1329,31,16,10,5,5,11,2,1,24,33,1293,1359,46,36,15,13,10,17,3,3,238,193,204,165,9,15,18,9,1,1,0,0,6,3,209,168,11,17,22,10,2,1,0,0
Texas,Shelby County,24192,12014,12178,9460,9453,1923,2173,147,112,231,173,24,19,229,248,9676,9680,2060,2310,216,180,267,228,32,30,9391,9874,7092,7356,1842,2109,56,40,199,158,10,11,192,200,7275,7539,1956,2222,110,89,231,205,17,21,2623,2304,2368,2097,81,64,91,72,32,15,14,8,37,48,2401,2141,104,88,106,91,36,23,15,9
Texas,Sherman County,2771,1456,1315,1344,1239,41,19,24,24,16,13,0,0,31,20,1375,1259,60,26,33,32,20,18,1,0,722,699,661,664,28,13,7,5,7,6,0,0,19,11,680,675,40,14,10,11,11,10,1,0,734,616,683,575,13,6,17,19,9,7,0,0,12,9,695,584,20,12,23,21,9,8,0,0
Texas,Smith County,249091,120550,128541,93747,98526,20699,23433,1216,1123,2198,2546,112,178,2578,2735,96090,101011,22175,24981,1889,1859,2823,3217,259,323,93377,101918,68883,74063,19872,22609,466,451,2021,2402,59,138,2076,2255,70776,76118,21096,23921,941,999,2564,2994,161,248,27173,26623,24864,24463,827,824,750,672,177,144,53,40,502,480,25314,24893,1079,1060,948,860,259,223,98,75
Texas,Somervell County,10098,5102,4996,4774,4676,104,52,72,85,46,65,5,2,101,116,4869,4778,148,108,118,133,62,87,8,6,4111,4142,3877,3915,93,43,37,44,34,52,3,1,67,87,3942,3991,123,88,63,80,46,68,4,2,991,854,897,761,11,9,35,41,12,13,2,1,34,29,927,787,25,20,55,53,16,19,4,4
Texas,Starr County,66587,32553,34034,31982,33494,226,177,152,156,86,102,11,8,96,97,32070,33580,278,207,189,208,98,122,18,14,1027,1025,813,849,107,62,12,16,57,67,2,4,36,27,847,872,129,69,21,29,63,76,3,6,31526,33009,31169,32645,119,115,140,140,29,35,9,4,60,70,31223,32708,149,138,168,179,35,46,15,8
Texas,Stephens County,9475,5136,4339,4665,4022,240,113,84,77,54,49,4,3,89,75,4740,4093,286,144,115,114,75,61,11,3,3749,3270,3388,3027,208,97,42,37,46,48,3,3,62,58,3441,3082,245,124,60,62,61,58,6,3,1387,1069,1277,995,32,16,42,40,8,1,1,0,27,17,1299,1011,41,20,55,52,14,3,5,0
Texas,Sterling County,1387,712,675,659,628,15,8,16,15,2,2,3,4,17,18,674,645,28,18,20,21,4,5,3,4,459,418,421,391,14,6,8,4,1,1,3,4,12,12,431,402,23,14,11,7,3,3,3,4,253,257,238,237,1,2,8,11,1,1,0,0,5,6,243,243,5,4,9,14,1,2,0,0
Texas,Stonewall County,1235,591,644,537,579,27,18,8,10,10,13,0,1,9,23,545,601,33,30,10,19,12,16,0,1,463,515,420,469,23,17,4,1,8,11,0,1,8,16,427,484,28,25,6,8,10,13,0,1,128,129,117,110,4,1,4,9,2,2,0,0,1,7,118,117,5,5,4,11,2,3,0,0
Texas,Sutton County,3269,1643,1626,1546,1549,41,18,28,24,11,13,0,0,17,22,1561,1571,48,25,34,35,14,16,3,2,550,608,513,591,19,5,3,1,7,5,0,0,8,6,520,597,23,7,7,3,8,8,0,0,1093,1018,1033,958,22,13,25,23,4,8,0,0,9,16,1041,974,25,18,27,32,6,8,3,2
Texas,Swisher County,6877,3750,3127,3130,2731,439,193,65,78,23,36,4,4,89,85,3213,2811,488,238,98,108,33,49,9,6,2009,1623,1506,1360,401,150,24,31,11,26,2,3,65,53,1567,1410,439,180,44,49,20,34,5,3,1741,1504,1624,1371,38,43,41,47,12,10,2,1,24,32,1646,1401,49,58,54,59,13,15,4,3
Texas,Tarrant County,2230708,1095670,1135038,769811,779373,205725,229648,11042,10892,73991,79385,2925,3139,32176,32601,799095,808910,221386,245781,19323,19363,85786,91148,4617,4917,746440,791778,448845,464555,195193,218296,3746,4038,71550,76814,2186,2361,24920,25714,471494,487778,207529,231269,9135,9760,81417,86759,3404,3708,349230,343260,320966,314818,10532,11352,7296,6854,2441,2571,739,778,7256,6887,327601,321132,13857,14512,10188,9603,4369,4389,1213,1209
Texas,Taylor County,148813,73438,75375,61155,63445,7407,6660,783,763,1580,2116,122,126,2391,2265,63347,65511,8710,7894,1346,1304,2273,2780,253,245,54403,55957,44128,45978,6676,5887,299,312,1459,2001,67,77,1774,1702,45750,47529,7675,6838,649,656,2024,2548,149,161,19035,19418,17027,17467,731,773,484,451,121,115,55,49,617,563,17597,17982,1035,1056,697,648,249,232,104,84
Texas,Terrell County,718,383,335,333,305,22,2,14,17,5,1,0,0,9,10,341,314,30,7,14,22,7,2,0,0,189,161,159,144,12,2,5,8,5,1,0,0,8,6,166,149,19,6,5,11,7,1,0,0,194,174,174,161,10,0,9,9,0,0,0,0,1,4,175,165,11,1,9,11,0,1,0,0
Texas,Terry County,11602,6003,5599,5478,5178,306,209,76,74,38,42,2,5,103,91,5570,5265,367,252,109,107,53,59,8,7,2513,2352,2176,2101,239,160,19,15,20,25,0,1,59,50,2230,2147,279,186,36,29,26,37,2,3,3490,3247,3302,3077,67,49,57,59,18,17,2,4,44,41,3340,3118,88,66,73,78,27,22,6,4
Texas,Throckmorton County,1532,771,761,745,715,9,11,7,10,3,14,0,0,7,11,752,725,13,15,9,12,4,19,0,1,670,670,647,629,9,10,5,8,3,14,0,0,6,9,653,637,12,14,7,10,4,18,0,0,101,91,98,86,0,1,2,2,0,0,0,0,1,2,99,88,1,1,2,2,0,1,0,1
Texas,Titus County,31547,15609,15938,13164,13318,1523,1698,373,362,242,223,41,31,266,306,13403,13607,1675,1862,472,459,277,274,52,44,8201,8800,6364,6799,1381,1520,60,66,211,197,12,8,173,210,6516,6998,1489,1640,118,123,235,239,18,12,7408,7138,6800,6519,142,178,313,296,31,26,29,23,93,96,6887,6609,186,222,354,336,42,35,34,32
Texas,Tom Green County,120103,60039,60064,53856,54308,2901,2394,691,746,943,1055,106,95,1542,1466,55231,55615,3644,3058,1131,1157,1418,1534,228,259,34979,35071,30475,31006,2366,1835,217,234,842,937,56,68,1023,991,31390,31895,2875,2291,452,460,1203,1305,132,193,25060,24993,23381,23302,535,559,474,512,101,118,50,27,519,475,23841,23720,769,767,679,697,215,229,96,66
Texas,Travis County,1363767,699129,664638,534805,507484,66090,64242,9669,7944,66360,63128,944,890,21261,20950,554314,526673,74052,72389,15785,13812,76077,72605,2016,1993,467692,448162,326209,311168,59810,57716,1690,1475,64007,61378,528,538,15448,15887,340373,325672,65587,63951,5250,5160,71816,69192,1218,1324,231437,216476,208596,196316,6280,6526,7979,6469,2353,1750,416,352,5813,5063,213941,201001,8465,8438,10535,8652,4261,3413,798,669
Texas,Trinity County,14489,7071,7418,6177,6432,616,688,71,87,47,51,3,8,157,152,6323,6573,692,763,138,150,68,73,7,11,6166,6554,5363,5659,590,665,38,52,38,47,2,4,135,127,5488,5777,658,728,93,101,58,68,4,7,905,864,814,773,26,23,33,35,9,4,1,4,22,25,835,796,34,35,45,49,10,5,3,4
Texas,Tyler County,20560,11186,9374,9104,8297,1698,709,113,97,62,80,6,8,203,183,9291,8470,1812,810,183,155,91,107,14,18,9947,8748,8024,7744,1596,679,78,72,53,79,5,8,191,166,8200,7900,1704,770,144,125,80,105,12,17,1239,626,1080,553,102,30,35,25,9,1,1,0,12,17,1091,570,108,40,39,30,11,2,2,1
Texas,Upshur County,44050,21797,22253,18915,19270,1853,1871,276,278,142,240,22,21,589,573,19468,19818,2174,2183,483,477,222,313,42,44,19280,19881,16683,17205,1791,1798,158,145,117,222,11,8,520,503,17172,17686,2083,2077,336,314,186,286,26,29,2517,2372,2232,2065,62,73,118,133,25,18,11,13,69,70,2296,2132,91,106,147,163,36,27,16,15
Texas,Upton County,3128,1569,1559,1394,1396,67,80,58,44,10,16,0,0,40,23,1429,1419,91,89,72,52,15,22,2,0,720,685,622,594,38,47,21,18,7,13,0,0,32,13,649,607,57,52,33,22,11,17,2,0,849,874,772,802,29,33,37,26,3,3,0,0,8,10,780,812,34,37,39,30,4,5,0,0
Texas,Uvalde County,25138,12408,12730,11604,12062,270,191,185,169,170,139,11,15,168,154,11756,12204,345,258,254,229,204,168,18,26,3575,3571,3130,3245,150,98,45,39,136,97,6,4,108,88,3228,3326,204,140,83,69,160,116,9,9,8833,9159,8474,8817,120,93,140,130,34,42,5,11,60,66,8528,8878,141,118,171,160,44,52,9,17
Texas,Val Verde County,47999,24854,23145,23244,21818,739,512,272,249,197,237,47,46,355,283,23559,22076,899,632,405,358,287,295,73,72,4982,3839,4089,3141,463,308,59,38,145,186,26,27,200,139,4266,3267,557,370,123,82,207,220,37,41,19872,19306,19155,18677,276,204,213,211,52,51,21,19,155,144,19293,18809,342,262,282,276,80,75,36,31
Texas,Van Zandt County,65304,32183,33121,29766,30894,1180,980,367,315,200,255,31,61,639,616,30365,31478,1464,1256,663,591,281,332,53,83,27120,28594,25170,26713,1077,910,216,179,151,227,20,54,486,511,25621,27196,1302,1144,433,399,218,295,34,74,5063,4527,4596,4181,103,70,151,136,49,28,11,7,153,105,4744,4282,162,112,230,192,63,37,19,9
Texas,Victoria County,91949,45159,46790,40130,41726,3020,2955,463,393,559,769,58,52,929,895,40986,42551,3540,3454,734,662,741,937,103,97,22899,23896,19058,19900,2628,2554,113,135,497,694,14,15,589,598,19599,20452,2971,2900,256,291,629,820,39,44,22260,22894,21072,21826,392,401,350,258,62,75,44,37,340,297,21387,22099,569,554,478,371,112,117,64,53
Texas,Walker County,83722,49395,34327,35200,26118,12395,6574,397,358,542,456,44,52,817,769,35936,26810,12811,6988,650,590,747,634,92,97,38181,27086,24885,19623,12078,6309,137,140,479,414,27,32,575,568,25394,20133,12389,6623,295,295,631,557,58,64,11214,7241,10315,6495,317,265,260,218,63,42,17,20,242,201,10542,6677,422,365,355,295,116,77,34,33
Texas,Waller County,65109,32403,32706,22570,22266,7789,8384,466,440,885,967,51,45,642,604,23140,22787,8203,8768,625,611,1002,1084,90,82,20882,21783,12105,12250,7364,8049,104,91,816,916,14,28,479,449,12527,12628,7689,8340,210,210,907,1008,40,62,11521,10923,10465,10016,425,335,362,349,69,51,37,17,163,155,10613,10159,514,428,415,401,95,76,50,20
Texas,Ward County,11038,5623,5415,5016,4828,300,301,104,86,69,67,7,5,127,128,5139,4946,367,380,146,124,86,85,13,8,2380,2286,1991,1904,226,222,41,27,54,47,0,0,68,86,2056,1981,265,279,62,50,63,60,2,2,3243,3129,3025,2924,74,79,63,59,15,20,7,5,59,42,3083,2965,102,101,84,74,23,25,11,6
Texas,Washington County,37810,18424,19386,14688,15443,3011,3092,112,143,295,365,11,10,307,333,14963,15747,3194,3280,207,238,356,433,26,36,14742,15824,11316,12198,2888,2973,43,58,260,338,6,7,229,250,11521,12422,3025,3118,114,124,306,392,17,26,3682,3562,3372,3245,123,119,69,85,35,27,5,3,78,83,3442,3325,169,162,93,114,50,41,9,10
Texas,Webb County,272823,135604,137219,131602,133764,1472,1114,808,802,894,942,93,66,735,531,132261,134235,1739,1301,1101,1034,1106,1078,150,117,7869,6452,5927,4823,834,600,62,62,682,757,23,25,341,185,6234,4984,973,670,160,126,806,819,46,41,127735,130767,125675,128941,638,514,746,740,212,185,70,41,394,346,126027,129251,766,631,941,908,300,259,104,76
Texas,Wharton County,42035,20777,21258,17387,17628,2748,3037,217,146,169,162,12,18,244,267,17614,17874,2888,3195,300,232,202,196,20,29,11624,12317,8819,9229,2465,2754,49,31,142,139,7,10,142,154,8948,9369,2554,2851,95,73,160,163,11,16,9153,8941,8568,8399,283,283,168,115,27,23,5,8,102,113,8666,8505,334,344,205,159,42,33,9,13
Texas,Wheeler County,4824,2404,2420,2210,2187,84,76,46,54,9,40,0,1,55,62,2262,2244,106,115,69,73,17,48,6,2,1753,1809,1617,1650,69,63,17,19,8,29,0,0,42,48,1656,1695,86,91,34,34,14,36,6,1,651,611,593,537,15,13,29,35,1,11,0,1,13,14,606,549,20,24,35,39,3,12,0,1
Texas,Wichita County,129984,67452,62532,54055,51256,8408,6506,1033,955,1536,1588,123,91,2297,2136,56116,53180,9540,7576,1610,1494,2303,2307,295,236,52691,49602,41073,39940,7866,5997,541,565,1411,1458,57,57,1743,1585,42642,41367,8736,6798,917,917,2042,2039,187,159,14761,12930,12982,11316,542,509,492,390,125,130,66,34,554,551,13474,11813,804,778,693,577,261,268,108,77
Texas,Wilbarger County,12455,6241,6214,5094,5195,582,510,113,105,236,204,8,6,208,194,5284,5374,705,617,179,170,263,238,19,11,4264,4318,3322,3466,512,447,56,62,219,192,5,4,150,147,3458,3601,605,530,98,105,240,220,13,9,1977,1896,1772,1729,70,63,57,43,17,12,3,2,58,47,1826,1773,100,87,81,65,23,18,6,2
Texas,Willacy County,20027,11010,9017,10267,8685,460,138,69,70,129,50,15,6,70,68,10332,8747,492,170,99,100,138,61,19,7,1534,948,1004,818,373,55,14,15,104,26,1,1,38,33,1038,848,393,69,28,30,110,33,3,1,9476,8069,9263,7867,87,83,55,55,25,24,14,5,32,35,9294,7899,99,101,71,70,28,28,16,6
Texas,Williamson County,727480,363809,363671,269363,271703,29983,30432,3491,3242,48078,46187,709,572,12185,11535,280735,282406,35096,35356,6227,5912,53523,51252,1487,1359,272219,271907,186846,188825,27014,27279,1158,1107,47149,45192,454,366,9598,9138,195801,197282,31070,31215,2937,2885,51746,49504,1023,953,91590,91764,82517,82878,2969,3153,2333,2135,929,995,255,206,2587,2397,84934,85124,4026,4141,3290,3027,1777,1748,464,406
Texas,Wilson County,55415,28042,27373,26210,25612,774,578,316,291,241,366,43,25,458,501,26637,26077,934,744,535,536,335,478,66,49,16585,16185,15332,14962,627,455,115,104,174,310,26,21,311,333,15619,15268,747,572,249,247,244,396,42,39,11457,11188,10878,10650,147,123,201,187,67,56,17,4,147,168,11018,10809,187,172,286,289,91,82,24,10
Texas,Winkler County,7381,3892,3489,3513,3147,173,121,78,96,70,67,5,3,53,55,3565,3198,202,152,94,114,76,77,8,3,1404,1263,1166,1080,111,61,28,25,58,60,1,2,40,35,1205,1112,136,82,36,36,64,66,3,2,2488,2226,2347,2067,62,60,50,71,12,7,4,1,13,20,2360,2086,66,70,58,78,12,11,5,1
Texas,Wise County,81275,40800,40475,37886,37647,1114,954,497,513,300,401,39,56,964,904,38808,38504,1426,1255,958,936,519,611,70,85,31453,31746,29225,29536,943,799,273,312,242,349,25,33,745,717,29938,30213,1200,1053,595,613,435,538,43,56,9347,8729,8661,8111,171,155,224,201,58,52,14,23,219,187,8870,8291,226,202,363,323,84,73,27,29
Texas,Wood County,48742,24519,24223,22372,22389,1169,964,276,280,212,178,17,21,473,391,22824,22746,1391,1144,470,451,274,238,37,40,21271,21475,19430,19916,1089,867,145,177,195,163,11,13,401,339,19814,20223,1282,1023,301,326,250,215,28,31,3248,2748,2942,2473,80,97,131,103,17,15,6,8,72,52,3010,2523,109,121,169,125,24,23,9,9
Texas,Yoakum County,7581,3913,3668,3660,3422,68,63,80,83,23,30,3,0,79,70,3736,3489,107,101,109,109,35,34,5,5,1303,1255,1181,1126,46,45,21,14,18,22,1,0,36,48,1216,1171,66,74,30,31,25,25,2,2,2610,2413,2479,2296,22,18,59,69,5,8,2,0,43,22,2520,2318,41,27,79,78,10,9,3,3
Texas,Young County,18236,9179,9057,8582,8530,204,141,131,123,75,79,5,10,182,174,8753,8687,299,223,189,196,108,109,13,17,7135,7223,6708,6860,176,106,47,66,52,61,2,5,150,125,6850,6973,256,169,95,114,78,83,7,10,2044,1834,1874,1670,28,35,84,57,23,18,3,5,32,49,1903,1714,43,54,94,82,30,26,6,7
Texas,Zapata County,13819,6930,6889,6714,6727,95,40,33,36,50,57,4,4,34,25,6745,6751,110,50,44,48,57,62,8,4,494,367,368,273,65,24,10,13,48,49,0,1,3,7,370,280,67,25,12,16,48,52,0,1,6436,6522,6346,6454,30,16,23,23,2,8,4,3,31,18,6375,6471,43,25,32,32,9,10,8,3
Texas,Zavala County,9209,4626,4583,4394,4377,89,77,70,58,19,18,10,9,44,44,4436,4421,111,100,87,74,24,22,13,10,346,335,275,257,40,41,9,9,9,9,1,4,12,15,286,272,45,48,15,14,11,11,1,5,4280,4248,4119,4120,49,36,61,49,10,9,9,5,32,29,4150,4149,66,52,72,60,13,11,12,5
Utah,Beaver County,7424,3944,3480,3656,3295,69,19,81,61,28,31,21,7,89,67,3740,3356,106,43,116,82,52,51,27,17,3314,3001,3115,2873,61,11,37,27,27,28,16,7,58,55,3171,2922,88,29,50,43,47,45,18,17,630,479,541,422,8,8,44,34,1,3,5,0,31,12,569,434,18,14,66,39,5,6,9,0
Utah,Box Elder County,64120,32992,31128,31225,29600,310,178,362,361,246,290,101,102,748,597,31917,30150,498,311,655,593,526,529,165,157,29347,27800,28091,26688,214,107,179,195,208,251,83,83,572,476,28618,27123,360,211,358,354,462,471,133,130,3645,3328,3134,2912,96,71,183,166,38,39,18,19,176,121,3299,3027,138,100,297,239,64,58,32,27
Utah,Cache County,145487,73132,72355,66849,66546,1000,879,749,748,1902,1989,611,472,2021,1721,68740,68159,1472,1286,1425,1317,2777,2731,918,721,64259,63639,59199,58989,827,686,344,350,1803,1868,500,390,1586,1356,60683,60258,1184,1016,757,695,2579,2526,774,608,8873,8716,7650,7557,173,193,405,398,99,121,111,82,435,365,8057,7901,288,270,668,622,198,205,144,113
Utah,Carbon County,20613,10316,10297,9695,9699,78,63,198,177,65,69,42,33,238,256,9912,9922,143,136,327,313,118,127,69,67,8902,8937,8479,8520,54,52,121,98,55,65,27,21,166,181,8629,8673,100,108,202,184,97,108,46,51,1414,1360,1216,1179,24,11,77,79,10,4,15,12,72,75,1283,1249,43,28,125,129,21,19,23,16
Utah,Daggett County,956,531,425,502,390,1,0,6,11,3,2,0,1,19,21,520,411,8,9,9,17,13,6,1,3,500,396,479,375,1,0,1,9,1,2,0,1,18,9,496,384,8,2,3,13,11,4,1,2,31,29,23,15,0,0,5,2,2,0,0,0,1,12,24,27,0,7,6,4,2,2,0,1
Utah,Davis County,378470,191792,186678,174001,168807,3431,2637,1721,1660,4387,5473,1920,2008,6332,6093,179982,174606,5294,4349,3009,2935,7656,8637,3011,3004,167523,163435,153026,148717,2814,2062,838,819,4014,5118,1763,1829,5068,4890,157808,153372,4220,3383,1613,1565,6863,7865,2714,2703,24269,23243,20975,20090,617,575,883,841,373,355,157,179,1264,1203,22174,21234,1074,966,1396,1370,793,772,297,301
Utah,Duchesne County,20803,10616,10187,9610,9243,89,38,495,467,54,77,50,36,318,326,9896,9543,171,130,657,639,122,144,101,80,9649,9413,8924,8682,53,22,337,350,38,65,45,31,252,263,9149,8921,119,98,459,483,101,124,86,68,967,774,686,561,36,16,158,117,16,12,5,5,66,63,747,622,52,32,198,156,21,20,15,12
Utah,Emery County,10161,5261,4900,5018,4675,37,18,68,66,30,35,10,3,98,103,5100,4764,75,66,108,109,57,59,29,14,4829,4529,4645,4348,21,13,47,46,26,35,9,3,81,84,4713,4421,54,58,79,76,49,54,24,11,432,371,373,327,16,5,21,20,4,0,1,0,17,19,387,343,21,8,29,33,8,5,5,3
Utah,Garfield County,5290,2731,2559,2538,2362,35,15,75,70,28,26,10,11,45,75,2573,2430,51,49,96,96,38,40,18,21,2502,2360,2354,2215,26,9,52,47,27,24,10,11,33,54,2379,2264,36,36,67,62,35,36,18,18,229,199,184,147,9,6,23,23,1,2,0,0,12,21,194,166,15,13,29,34,3,4,0,3
Utah,Grand County,9788,4828,4960,4283,4275,66,34,283,236,73,260,7,13,116,142,4388,4399,107,87,332,298,99,291,21,29,4105,4317,3712,3736,47,23,195,186,66,255,7,7,78,110,3779,3830,75,64,226,232,85,284,21,19,723,643,571,539,19,11,88,50,7,5,0,6,38,32,609,569,32,23,106,66,14,7,0,10
Utah,Iron County,65936,33138,32798,30577,30378,381,268,755,755,433,432,163,142,829,823,31323,31124,587,486,1059,1072,731,709,326,294,29384,29144,27376,27264,322,206,511,528,381,384,138,128,656,634,27968,27842,479,371,711,725,643,627,279,263,3754,3654,3201,3114,59,62,244,227,52,48,25,14,173,189,3355,3282,108,115,348,347,88,82,47,31
Utah,Juab County,13297,6846,6451,6495,6160,53,36,90,70,36,34,18,22,154,129,6627,6282,112,87,165,122,60,52,44,42,6439,6046,6179,5826,30,19,65,49,28,29,15,20,122,103,6285,5922,79,61,120,90,45,44,38,37,407,405,316,334,23,17,25,21,8,5,3,2,32,26,342,360,33,26,45,32,15,8,6,5
Utah,Kane County,8525,4286,4239,3979,4008,60,32,101,63,46,50,1,8,99,78,4066,4079,94,63,145,97,68,65,17,14,4027,4021,3774,3821,50,25,74,49,44,47,1,8,84,71,3847,3886,81,54,108,78,64,62,16,13,259,218,205,187,10,7,27,14,2,3,0,0,15,7,219,193,13,9,37,19,4,3,1,1
Utah,Millard County,13572,7033,6539,6526,6086,64,25,164,150,97,126,30,16,152,136,6658,6208,118,83,234,205,131,151,53,32,5979,5691,5649,5382,42,4,80,73,86,113,13,13,109,106,5741,5474,87,50,117,113,116,133,33,29,1054,848,877,704,22,21,84,77,11,13,17,3,43,30,917,734,31,33,117,92,15,18,20,3
Utah,Morgan County,13093,6798,6295,6565,6137,36,23,37,18,58,33,9,8,93,76,6648,6209,75,61,71,44,78,45,22,15,6618,6063,6421,5929,31,18,26,16,55,28,9,8,76,64,6488,5990,66,48,51,37,71,39,21,15,180,232,144,208,5,5,11,2,3,5,0,0,17,12,160,219,9,13,20,7,7,6,1,0
Utah,Piute County,1534,772,762,737,736,1,4,6,7,3,4,0,1,25,10,761,745,13,9,16,12,6,5,1,1,702,699,680,682,0,2,3,2,3,4,0,1,16,8,695,690,8,6,9,5,5,5,1,1,70,63,57,54,1,2,3,5,0,0,0,0,9,2,66,55,5,3,7,7,1,0,0,0
Utah,Rich County,2752,1442,1310,1395,1266,14,7,9,12,3,6,1,1,20,18,1415,1284,24,12,16,20,5,8,2,4,1364,1252,1323,1220,13,7,6,10,1,2,1,1,20,12,1343,1232,23,11,13,15,3,3,2,3,78,58,72,46,1,0,3,2,2,4,0,0,0,6,72,52,1,1,3,5,2,5,0,1
Utah,Salt Lake County,1216274,616557,599717,525558,511385,17883,13750,9632,9624,31108,33867,12066,11028,20310,20063,544312,530104,23978,19513,14566,14862,39591,42213,15923,14573,480043,469714,404705,396710,14444,10732,3830,3941,29761,32562,11216,10231,16087,15538,419506,411197,19121,15052,6795,6924,37209,39790,14636,13366,136514,130003,120853,114675,3439,3018,5802,5683,1347,1305,850,797,4223,4525,124806,118907,4857,4461,7771,7938,2382,2423,1287,1207
Utah,San Juan County,14601,7265,7336,3722,3641,45,35,3277,3417,41,51,11,3,169,189,3874,3814,89,83,3366,3524,71,81,35,23,6797,6872,3447,3372,39,30,3119,3261,41,46,11,3,140,160,3570,3518,75,66,3192,3353,66,73,34,22,468,464,275,269,6,5,158,156,0,5,0,0,29,29,304,296,14,17,174,171,5,8,1,1
Utah,Sanpete County,30732,16324,14408,14963,13658,366,92,355,173,176,136,111,73,353,276,15250,13916,464,179,484,271,280,210,202,117,14278,12978,13321,12401,289,66,175,89,132,120,87,65,274,237,13533,12622,369,135,254,167,227,188,171,109,2046,1430,1642,1257,77,26,180,84,44,16,24,8,79,39,1717,1294,95,44,230,104,53,22,31,8
Utah,Sevier County,22520,11523,10997,11005,10488,85,52,172,196,43,56,37,30,181,175,11176,10654,153,112,239,264,79,97,57,47,10858,10394,10438,9988,74,40,127,140,37,48,34,30,148,148,10577,10127,134,89,177,192,65,88,53,47,665,603,567,500,11,12,45,56,6,8,3,0,33,27,599,527,19,23,62,72,14,9,4,0
Utah,Summit County,43109,22074,21035,20716,19672,289,202,161,138,457,606,38,35,413,382,21110,20037,387,277,286,268,637,774,70,62,19476,18355,18389,17234,235,148,71,53,409,580,30,24,342,316,18716,17536,312,206,164,144,571,737,56,48,2598,2680,2327,2438,54,54,90,85,48,26,8,11,71,66,2394,2501,75,71,122,124,66,37,14,14
Utah,Tooele County,84488,43152,41336,39736,37999,668,479,601,594,393,499,543,538,1211,1227,40873,39156,1018,821,1002,1012,779,907,698,681,35877,34610,33274,32066,516,352,317,319,302,443,503,479,965,951,34178,32966,804,618,571,577,654,803,642,607,7275,6726,6462,5933,152,127,284,275,91,56,40,59,246,276,6695,6190,214,203,431,435,125,104,56,74
Utah,Uintah County,38307,19426,18881,17259,16560,153,107,1244,1451,160,220,89,76,521,467,17748,17004,271,202,1474,1674,308,359,147,113,17471,17158,15722,15205,110,73,1032,1245,133,197,55,54,419,384,16113,15570,206,152,1197,1413,271,324,104,86,1955,1723,1537,1355,43,34,212,206,27,23,34,22,102,83,1635,1434,65,50,277,261,37,35,43,27
Utah,Utah County,747234,379297,367937,345179,335051,4811,4201,3911,3828,8092,9037,4304,3634,13000,12186,357452,346666,7708,6815,6454,6289,14053,14681,8026,6983,318898,310478,291479,284212,3503,2886,1663,1571,7605,8533,4007,3315,10641,9961,301517,293704,5762,4930,3204,3039,12887,13520,7345,6319,60399,57459,53700,50839,1308,1315,2248,2257,487,504,297,319,2359,2225,55935,52962,1946,1885,3250,3250,1166,1161,681,664
