County,State,something1,something2,Founded_date,footnotes
Culebra,PR,"1,792",11.62,,
Dorado,PR,"35,879",23.09,,
Fajardo,PR,"32,124",29.86,,
Florida,PR,"11,692",15.21,,
Guánica,PR,"13,787",37.05,,
Guayama,PR,"36,614",64.99,,
Guayanilla,PR,"17,784",42.27,,
Guaynabo,PR,"89,780",27.58,,
Gurabo,PR,"40,622",27.89,,
Hatillo,PR,"38,486",41.78,,
Hormigueros,PR,"15,654",11.34,,
Humacao,PR,"50,896",44.75,,
Isabela,PR,"42,943",55.3,,
Jayuya,PR,"14,779",44.53,,
Juana Díaz,PR,"46,538",60.28,,
Juncos,PR,"37,012",26.49,,
Lajas,PR,"23,334",59.95,,
Lares,PR,"28,105",61.45,,
Las Marías,PR,"8,874",46.36,,
Las Piedras,PR,"35,180",33.88,,
Loíza,PR,"23,693",19.37,,
Luquillo,PR,"17,781",25.81,,
Manatí,PR,"39,492",46.13,,
Maricao,PR,"4,755",36.62,,
Maunabo,PR,"10,589",21.07,,
Mayagüez,PR,"73,077",77.65,,
Moca,PR,"37,460",50.34,,
Morovis,PR,"28,727",38.87,,
Naguabo,PR,"23,386",51.66,,
Naranjito,PR,"29,241",27.4,,
Orocovis,PR,"21,434",63.62,,
Patillas,PR,"15,985",46.7,,
Peñuelas,PR,"20,399",44.62,,
Ponce,PR,"137,491",114.76,,
Quebradillas,PR,"23,638",22.68,,
Rincón,PR,"15,187",14.29,,
Río Grande,PR,"47,060",60.62,,
Sabana Grande,PR,"22,729",35.83,,
Salinas,PR,"25,789",69.37,,
San Germán,PR,"31,879",54.5,,
San Juan,PR,"342,259",47.85,,
San Lorenzo,PR,"37,693",53.11,,
San Sebastián,PR,"39,345",70.42,,
Santa Isabel,PR,"20,281",34.02,,
Toa Alta,PR,"66,852",27.02,,
Toa Baja,PR,"75,293",23.24,,
Trujillo Alto,PR,"67,740",20.76,,
Utuado,PR,"28,287",113.53,,
Vega Alta,PR,"35,395",27.73,,
Vega Baja,PR,"54,414",45.86,,
Vieques,PR,"8,249",50.77,,
Villalba,PR,"22,093",35.64,,
Yabucoa,PR,"30,426",55.21,,
Yauco,PR,"34,172",68.19,,
Bristol,RI,"50,793",24,,
Kent,RI,"170,363",168,,
Newport,RI,"85,643",102,,
Providence,RI,"660,741",409,,
Washington,RI,"129,839",329,,
Abbeville,SC,"24,295",511,,
Aiken,SC,"168,808",1080,,
Allendale,SC,"8,039",413,,
Anderson,SC,"203,718",757,,
Bamberg,SC,"13,311",395,,
Barnwell,SC,"20,589",557,,
Beaufort,SC,"187,117",576,,
Berkeley,SC,"229,861",1228,,
Calhoun,SC,"14,119",392,,
Charleston,SC,"408,235",1358,,
Cherokee,SC,"56,216",397,,
Chester,SC,"32,294",586,,
Chesterfield,SC,"43,273",806,,
Clarendon,SC,"31,144",696,,
Colleton,SC,"38,604",1133,,
Darlington,SC,"62,905",567,,
Dillon,SC,"28,292",407,,
Dorchester,SC,"161,540",577,,
Edgefield,SC,"25,657",507,,
Fairfield,SC,"20,948",710,,
Florence,SC,"137,059",804,,
Georgetown,SC,"63,404",813.55,,
Greenville,SC,"525,534",795,,
Greenwood,SC,"69,351",463,,
Hampton,SC,"18,561",563,,
Horry,SC,"351,029",1255,,
Jasper,SC,"28,791",700,,
Kershaw,SC,"65,403",740,,
Lancaster,SC,"96,016",555,,
Laurens,SC,"67,539",724,,
Lee,SC,"16,531",411,,
Lexington,SC,"293,991",758,,
Marion,SC,"29,183",485,,
Marlboro,SC,"26,667",394,,
McCormick,SC,"9,526",494,,
Newberry,SC,"37,719",647,,
Oconee,SC,"78,607",674,,
Orangeburg,SC,"84,223",1128,,
Pickens,SC,"131,404",512,,
Richland,SC,"416,147",772,,
Saluda,SC,"18,862",462,,
Spartanburg,SC,"327,997",819,,
Sumter,SC,"105,556",682,,
Union,SC,"27,244",516,,
Williamsburg,SC,"31,026",937,,
York,SC,"282,090",696,,
Aurora,SD,"2,747",708,,
Beadle,SD,"19,149",1259,,
Bennett,SD,"3,381",1185,,
Bon Homme,SD,"7,003",563,,
Brookings,SD,"34,375",794,,
Brown,SD,"38,301",1713,,
Brule,SD,"5,247",819,,
Buffalo,SD,"1,948",471,,
Butte,SD,"10,243",2249,,
Campbell,SD,"1,377",736,,
Charles Mix,SD,"9,373",1098,,
Clark,SD,"3,837",958,,
Clay,SD,"14,967",412,,
Codington,SD,"28,325",688,,
Corson,SD,"3,902",2473,,
Custer,SD,"8,318",1558,,
Davison,SD,"19,956",436,,
Day,SD,"5,449",1029,,
Deuel,SD,"4,295",624,,
Dewey,SD,"5,239",2303,,
Douglas,SD,"2,835",434,,
Edmunds,SD,"3,986",1146,,
Fall River,SD,"6,973",1740,,
Faulk,SD,"2,125",1000,,
Grant,SD,"7,556",682,,
Gregory,SD,"3,994",1016,,
Haakon,SD,"1,872",1813,,
Hamlin,SD,"6,164",511,,
Hand,SD,"3,145",1437,,
Hanson,SD,"3,461",435,,
Harding,SD,"1,311",2671,,
Hughes,SD,"17,765",741,,
Hutchinson,SD,"7,427",813,,
Hyde,SD,"1,262",861,,
Jackson,SD,"2,806",1869,,
Jerauld,SD,"1,663",530,,
Jones,SD,917,971,,
Kingsbury,SD,"5,187",838,,
Lake,SD,"11,059",563,,
Lawrence,SD,"25,768",800,,
Lincoln,SD,"65,161",578,,
Lyman,SD,"3,718",1640,,
Marshall,SD,"4,306",1137,,
McCook,SD,"5,682",839,,
McPherson,SD,"2,411",575,,
Meade,SD,"29,852",3471,,
Mellette,SD,"1,918",1307,,
Miner,SD,"2,298",570,,
Minnehaha,SD,"197,214",809,,
Moody,SD,"6,336",520,,
Oglala Lakota,SD,"13,672",2094,,
Pennington,SD,"109,222",2776,,
Perkins,SD,"2,835",2872,,
Potter,SD,"2,472",866,,
Roberts,SD,"10,280",1101,,
Sanborn,SD,"2,330",569,,
Spink,SD,"6,361",1504,,
Stanley,SD,"2,980",1443,,
Sully,SD,"1,446",1007,,
Todd,SD,"9,319",1388,,
Tripp,SD,"5,624",1614,,
Turner,SD,"8,673",617,,
Union,SD,"16,811",460,,
Walworth,SD,"5,315",708,,
Yankton,SD,"23,310",522,,
Ziebach,SD,"2,413",1962,,
Anderson,TN,"77,123",338,,
Bedford,TN,"50,237",474,,
Benton,TN,"15,864",394,,
Bledsoe,TN,"14,913",406,,
Blount,TN,"135,280",559,,
Bradley,TN,"108,620",329,,
Campbell,TN,"39,272",480,,
Cannon,TN,"14,506",266,,
Carroll,TN,"28,440",599,,
Carter,TN,"56,356",341,,
Cheatham,TN,"41,072",303,,
Chester,TN,"17,341",289,,
Claiborne,TN,"32,043",434,,
Clay,TN,"7,581",236,,
Cocke,TN,"35,999",434,,
Coffee,TN,"57,889",429,,
Crockett,TN,"13,911",265,,
Cumberland,TN,"61,145",682,,
Davidson,TN,"715,884",502,,
Decatur,TN,"11,435",333,,
DeKalb,TN,"20,080",304,,
Dickson,TN,"54,315",490,,
Dyer,TN,"36,801",510,,
Fayette,TN,"41,990",705,,
Fentress,TN,"18,489",499,,
Franklin,TN,"42,774",553,,
Gibson,TN,"50,429",603,,
Giles,TN,"30,346",611,,
Grainger,TN,"23,527",280,,
Greene,TN,"70,152",622,,
Grundy,TN,"13,529",361,,
Hamblen,TN,"64,499",161,,
Hamilton,TN,"366,207",543,,
Hancock,TN,"6,662",222,,
Hardeman,TN,"25,462",668,,
Hardin,TN,"26,831",578,,
Hawkins,TN,"56,721",487,,
Haywood,TN,"17,864",533,,
Henderson,TN,"27,842",520,,
Henry,TN,"32,199",562,,
Hickman,TN,"24,925",613,,
Houston,TN,"8,283",200,,
Humphreys,TN,"18,990",532,,
Jackson,TN,"11,617",309,,
Jefferson,TN,"54,683",274,,
Johnson,TN,"17,948",299,,
Knox,TN,"478,971",509,,
Lake,TN,"7,005",163,,
Lauderdale,TN,"25,143",470,,
Lawrence,TN,"44,159",617,,
Lewis,TN,"12,582",282,,
Lincoln,TN,"35,319",570,,
Loudon,TN,"54,886",229,,
Macon,TN,"25,216",500,,
Madison,TN,"98,823",375,,
Marion,TN,"28,837",613,,
Marshall,TN,"34,318",430,,
Maury,TN,"100,974",560,,
McMinn,TN,"53,276",307,,
McNairy,TN,"25,866",557,,
Meigs,TN,"12,758",195,,
Monroe,TN,"46,250",635,,
Montgomery,TN,"220,069",539,,
Moore,TN,"6,461",129,,
Morgan,TN,"21,035",522,,
Obion,TN,"30,787",545,,
Overton,TN,"22,511",433,,
Perry,TN,"8,366",415,,
Pickett,TN,"5,001",163,,
Polk,TN,"17,544",435,,
Putnam,TN,"79,854",401,,
Rhea,TN,"32,870",316,,
Roane,TN,"53,404",361,,
Robertson,TN,"72,803",477,,
Rutherford,TN,"341,486",619,,
Scott,TN,"21,850",532,,
Sequatchie,TN,"15,826",266,,
Sevier,TN,"98,380",592,,
Shelby,TN,"929,744",755,,
Smith,TN,"19,904",314,,
Stewart,TN,"13,657",458,,
Sullivan,TN,"158,163",413,,
Sumner,TN,"196,281",529,,
Tipton,TN,"60,970",459,,
Trousdale,TN,"11,615",114,,
Unicoi,TN,"17,928",186,,
Union,TN,"19,802",224,,
Van Buren,TN,"6,168",247,,
Warren,TN,"40,953",433,,
Washington,TN,"133,001",326,,
Wayne,TN,"16,232",734,,
Weakley,TN,"32,902",580,,
White,TN,"27,351",377,,
Williamson,TN,"247,726",582,,
Wilson,TN,"147,737",571,,
Anderson,TX,"57,922",1071,,
Andrews,TX,"18,610",1501,,
Angelina,TX,"86,395",802,,
Aransas,TX,"23,830",252,,
Archer,TX,"8,560",910,,
Armstrong,TX,"1,848",914,,
Atascosa,TX,"48,981",1232,,
Austin,TX,"30,167",653,,
Bailey,TX,"6,904",827,,
Bandera,TX,"20,851",792,,
Bastrop,TX,"97,216",888,,
Baylor,TX,"3,465",871,,
Bee,TX,"31,047",880,,
Bell,TX,"370,647",1059,,
Bexar,TX,"2,009,324",1247,,
Blanco,TX,"11,374",711,,
Borden,TX,631,899,,
Bosque,TX,"18,235",989,,
Bowie,TX,"92,893",888,,
Brazoria,TX,"372,031",1387,,
Brazos,TX,"233,849",586,,
Brewster,TX,"9,546",6193,,
Briscoe,TX,"1,435",900,,
Brooks,TX,"7,076",943,,
Brown,TX,"38,095",944,,
Burleson,TX,"17,642",666,,
Burnet,TX,"49,130",995,,
Caldwell,TX,"45,883",546,,
Calhoun,TX,"20,106",512,,
Callahan,TX,"13,708",899,,
Cameron,TX,"421,017",906,,
Camp,TX,"12,464",1998,,
Carson,TX,"5,807",923,,
Cass,TX,"28,454",938,,
Castro,TX,"7,371",898,,
Chambers,TX,"46,571",599,,
Cherokee,TX,"50,412",1052,,
Childress,TX,"6,664",710,,
Clay,TX,"10,218",1098,,
Cochran,TX,"2,547",775,,
Coke,TX,"3,285",899,,
Coleman,TX,"7,684",1273,,
Collin,TX,"1,064,465",848,,
Collingsworth,TX,"2,652",919,,
Colorado,TX,"20,557",963,,
Comal,TX,"161,501",562,,
Comanche,TX,"13,594",938,,
Concho,TX,"3,303",992,,
Cooke,TX,"41,668",94,,
Coryell,TX,"83,093",1052,,
Cottle,TX,"1,380",901,,
Crane,TX,"4,675",786,,
Crockett,TX,"3,098",2808,,
Crosby,TX,"5,133",900,,
Culberson,TX,"2,188",3813,,
Dallam,TX,"7,115",1505,,
Dallas,TX,"2,613,539",880,,
Dawson,TX,"12,456",902,,
Deaf Smith,TX,"18,583",1497,,
Delta,TX,"5,230",277,,
Denton,TX,"906,422",888,,
DeWitt,TX,"19,824",909,,
Dickens,TX,"1,770",904,,
Dimmit,TX,"8,615",1331,,
Donley,TX,"3,258",930,,
Duval,TX,"9,831",1793,,
Eastland,TX,"17,725",926,,
Ector,TX,"165,171",901,,
Edwards,TX,"1,422",2120,,
El Paso,TX,"865,657",1013,,
Ellis,TX,"192,455",940,,
Erath,TX,"42,545",1086,,
Falls,TX,"16,968",769,,
Fannin,TX,"35,662",892,,
Fayette,TX,"24,435",950,,
Fisher,TX,"3,672",901,,
Floyd,TX,"5,402",992,,
Foard,TX,"1,095",707,,
Fort Bend,TX,"822,779",875,,
Franklin,TX,"10,359",286,,
Freestone,TX,"19,435",885,,
Frio,TX,"18,385",1133,,
Gaines,TX,"21,598",1502,,
Galveston,TX,"350,682",399,,
Garza,TX,"5,816",896,,
Gillespie,TX,"26,725",1061,,
Glasscock,TX,"1,116",901,,
Goliad,TX,"7,012",854,,
Gonzales,TX,"19,653",1068,,
Gray,TX,"21,227",928,,
Grayson,TX,"135,543",934,,
Gregg,TX,"124,239",274,,
Grimes,TX,"29,268",794,,
Guadalupe,TX,"172,706",711,,
Hale,TX,"32,522",1005,,
Hall,TX,"2,825",903,,
Hamilton,TX,"8,222",836,,
Hansford,TX,"5,285",920,,
Hardeman,TX,"3,549",695,,
Hardin,TX,"56,231",894,,
Harris,TX,"4,731,145",1729,,
Harrison,TX,"68,839",899,,
Hartley,TX,"5,382",1462,,
Haskell,TX,"5,416",903,,
Hays,TX,"241,067",678,,
Hemphill,TX,"3,382",910,,
Henderson,TX,"82,150",874,,
Hidalgo,TX,"870,781",1569,,
Hill,TX,"35,874",962,,
Hockley,TX,"21,537",908,,
Hood,TX,"61,598",422,,
Hopkins,TX,"36,787",785,,
Houston,TX,"22,066",1231,,
Howard,TX,"34,860",903,,
Hudspeth,TX,"3,202",4571,,
Hunt,TX,"99,956",841,,
Hutchinson,TX,"20,617",887,,
Irion,TX,"1,513",1052,,
Jack,TX,"8,472",917,,
Jackson,TX,"14,988",830,,
Jasper,TX,"32,980",938,,
Jeff Davis,TX,"1,996",2265,,
Jefferson,TX,"256,526",904,,
Jim Hogg,TX,"4,838",1136,,
Jim Wells,TX,"38,891",865,,
Johnson,TX,"179,927",729,,
Jones,TX,"19,663",931,,
Karnes,TX,"14,710",750,,
Kaufman,TX,"145,310",786,,
Kendall,TX,"44,279",662,,
Kenedy,TX,350,1457,,
Kent,TX,753,902,,
Kerr,TX,"52,598",1106,,
Kimble,TX,"4,286",1251,,
King,TX,265,912,,
Kinney,TX,"3,129",1364,,
Kleberg,TX,"31,040",871,,
Knox,TX,"3,353",854,,
La Salle,TX,"6,664",1489,,
Lamar,TX,"50,088",917,,
Lamb,TX,"13,045",1016,,
Lampasas,TX,"21,627",712,,
Lavaca,TX,"20,337",970,,
Lee,TX,"17,478",629,,
Leon,TX,"15,719",1072,,
Liberty,TX,"91,628",1160,,
Limestone,TX,"22,146",909,,
Lipscomb,TX,"3,059",932,,
Live Oak,TX,"11,335",1036,,
Llano,TX,"21,243",935,,
Loving,TX,64,673,,
Lubbock,TX,"310,639",900,,
Lynn,TX,"5,596",892,,
Madison,TX,"13,455",472,,
Marion,TX,"9,725",381,,
Martin,TX,"5,237",915,,
Mason,TX,"3,953",932,,
Matagorda,TX,"36,255",1114,,
Maverick,TX,"57,887",1280,,
McCulloch,TX,"7,630",1069,,
McLennan,TX,"260,579",1042,,
McMullen,TX,600,1113,,
Medina,TX,"50,748",1328,,
Menard,TX,"1,962",902,,
Midland,TX,"169,983",900,,
Milam,TX,"24,754",1017,,
Mills,TX,"4,456",748,,
Mitchell,TX,"8,990",910,,
Montague,TX,"19,965",931,,
Montgomery,TX,"620,443",1044,,
Moore,TX,"21,358",900,,
Morris,TX,"11,973",254,,
Motley,TX,"1,063",989,,
Nacogdoches,TX,"64,653",947,,
Navarro,TX,"52,624",1071,,
Newton,TX,"12,217",933,,
Nolan,TX,"14,738",912,,
Nueces,TX,"353,178",836,,
Ochiltree,TX,"10,015",918,,
Oldham,TX,"1,758",1501,,
Orange,TX,"84,808",356,,
Palo Pinto,TX,"28,409",953,,
Panola,TX,"22,491",801,,
Parker,TX,"148,222",904,,
Parmer,TX,"9,869",882,,
Pecos,TX,"15,193",4764,,
Polk,TX,"50,123",1057,,
Potter,TX,"118,525",909,,
Presidio,TX,"6,131",3856,,
Rains,TX,"12,164",259,,
Randall,TX,"140,753",914,,
Reagan,TX,"3,385",1175,,
Real,TX,"2,758",700,,
Red River,TX,"11,587",1050,,
Reeves,TX,"14,748",2636,,
Refugio,TX,"6,741",770,,
Roberts,TX,827,924,,
Robertson,TX,"16,757",855,,
Rockwall,TX,"107,819",149,,
Runnels,TX,"9,900",1054,,
Rusk,TX,"52,214",924,,
Sabine,TX,"9,894",490,,
San Augustine,TX,"7,918",528,,
San Jacinto,TX,"27,402",571,,
San Patricio,TX,"68,755",692,,
San Saba,TX,"5,730",1134,,
Schleicher,TX,"2,451",1311,,
Scurry,TX,"16,932",903,,
Shackelford,TX,"3,105",914,,
Shelby,TX,"24,022",794,,
Sherman,TX,"2,782",923,,
Smith,TX,"233,479",928,,
Somervell,TX,"9,205",187,,
Starr,TX,"65,920",1223,,
Stephens,TX,"9,101",895,,
Sterling,TX,"1,372",923,,
Stonewall,TX,"1,245",919,,
Sutton,TX,"3,372",1454,,
Swisher,TX,"6,971",900,,
Tarrant,TX,"2,110,640",864,,
Taylor,TX,"143,208",916,,
Terrell,TX,760,2358,,
Terry,TX,"11,831",890,,
Throckmorton,TX,"1,440",912,,
Titus,TX,"31,247",411,,
Tom Green,TX,"120,003",1522,,
Travis,TX,"1,290,188",989,,
Trinity,TX,"13,602",693,,
Tyler,TX,"19,798",923,,
Upshur,TX,"40,892",588,,
Upton,TX,"3,308",1242,,
Uvalde,TX,"24,564",1557,,
Val Verde,TX,"47,586",3171,,
Van Zandt,TX,"59,541",849,,
Victoria,TX,"91,319",883,,
Walker,TX,"76,400",788,,
Waller,TX,"56,794",514,,
Ward,TX,"11,644",836,,
Washington,TX,"35,805",609,,
Webb,TX,"267,114",3357,,
Wharton,TX,"41,570",1090,,
Wheeler,TX,"4,990",914,,
Wichita,TX,"129,350",628,,
Wilbarger,TX,"12,887",971,,
Willacy,TX,"20,164",597,,
Williamson,TX,"609,017",1124,,
Wilson,TX,"49,753",807,,
Winkler,TX,"7,791",841,,
Wise,TX,"68,632",905,,
Wood,TX,"44,843",650,,
Yoakum,TX,"7,694",800,,
Young,TX,"17,867",922,,
Zapata,TX,"13,889",997,,
Zavala,TX,"9,670",1299,,
Bajo Nuevo Bank,,0,0.01,,
Baker Island,,0,0.58,,
Howland Island,,0,0.62,,
Jarvis Island,,0,1.7,,
Johnston Atoll,,0,1.02,,
Kingman Reef,,0,0.01,,
Midway Islands,,40,2.4,,
Navassa Island,,0,2.1,,
Palmyra Atoll,,20,4.59,,
Serranilla Bank,,0,0.01,,
Wake Island,,100,2.5,,
Beaver,UT,"7,072",2592,,
Box Elder,UT,"57,666",6729,,
Cache,UT,"133,154",1173,,
Carbon,UT,"20,412",1485,,
Daggett,UT,935,721,,
Davis,UT,"362,679",634,,
Duchesne,UT,"19,596",3256,,
Emery,UT,"9,825",4472,,
Garfield,UT,"5,083",5208,,
Grand,UT,"9,669",3684,,
Iron,UT,"57,289",3301,,
Juab,UT,"11,786",3406,,
Kane,UT,"7,667",4109,,
Millard,UT,"12,975",6828,,
Morgan,UT,"12,295",611,,
Piute,UT,"1,438",766,,
Rich,UT,"2,510",1086,,
Salt Lake,UT,"1,185,238",807,,
San Juan,UT,"14,518",7933,,
Sanpete,UT,"28,437",1603,,
Sevier,UT,"21,522",1918,,
Summit,UT,"42,357",1882,,
Tooele,UT,"72,698",7286,,
Uintah,UT,"35,620",4501,,
Utah,UT,"659,399",2144,,
Wasatch,UT,"34,788",1206,,
Washington,UT,"180,279",2430,,
Wayne,UT,"2,486",2466,,
Weber,UT,"262,223",659,,
Addison,VT,"37,363",2426,,
Bennington,VT,"37,347",2461,,
Caledonia,VT,"30,233",576,,
Chittenden,VT,"168,323",770,,
Essex,VT,"5,920",676,,
Franklin,VT,"49,946",651,,
Grand Isle,VT,"7,293",539,,
Lamoille,VT,"25,945",665,,
Orange,VT,"29,277",637,,
Orleans,VT,"27,393",83,,
Rutland,VT,"60,572",461,,
Washington,VT,"59,807",689,,
Windham,VT,"45,905",697,,
Windsor,VT,"57,753",932,,
Saint Croix Island,VI,"50,601",690,,
Saint John Island,VI,"4,170",789,,
Saint Thomas Island,VI,"51,634",971,,
Accomack,VA,"33,413",455,10 Sep 1663,
Albemarle,VA,"112,395",723,31 Dec 1744,
Alleghany,VA,"15,223",446,1822,
Amelia,VA,"13,265",357,1734,
Amherst,VA,"31,307",475,1761,
Appomattox,VA,"16,119",334,1845,
Arlington,VA,"238,643",26,1801,
Augusta,VA,"77,487",971,1738,
Bath,VA,"4,209",532,1790,
Bedford,VA,"79,462",755,1753,
Bland,VA,"6,270",359,1861,
Botetourt,VA,"33,596",543,1769,
Brunswick,VA,"15,849",566,1720,
Buchanan,VA,"20,355",504,1858,
Buckingham,VA,"16,824",581,1761,
Campbell,VA,"55,696",504,1781,
Caroline,VA,"30,887",533,1727,
Carroll,VA,"29,155",476,1842,
Charles City,VA,"6,773",182,1634,
Charlotte,VA,"11,529",475,1764,
Chesterfield,VA,"364,548",426,1748,
Clarke,VA,"14,783",177,1836,
Craig,VA,"4,892",330,1850,
Culpeper,VA,"52,552",381,1748,
Cumberland,VA,"9,675",298,1748,
Dickenson,VA,"14,124",333,1880,
Dinwiddie,VA,"27,947",504,1752,
Essex,VA,"10,599",258,1691,
Fairfax,VA,"1,150,309",396,1742,
Fauquier,VA,"72,972",650,1759,
Floyd,VA,"15,476",382,1831,
Fluvanna,VA,"27,249",287,1777,
Franklin,VA,"54,477",692,1785,
Frederick,VA,"91,419",415,1738,
Giles,VA,"16,787",358,1806,
Gloucester,VA,"38,711",217,1652,
Goochland,VA,"24,727",284,1727,
Grayson,VA,"15,333",443,1792,
Greene,VA,"20,552",157,1838,
Greensville,VA,"11,391",296,1780,
Halifax,VA,"34,022",814,1752,
Hanover,VA,"109,979",473,1720,
Henrico,VA,"334,389",238,1634,
Henry,VA,"50,948",382,1776,
Highland,VA,"2,232",416,1847,
Isle of Wight,VA,"38,606",316,1634,
James City,VA,"78,254",143,1634,
King and Queen,VA,"6,608",316,1691,
King George,VA,"26,723",180,1720,
King William,VA,"17,810",275,1701,
Lancaster,VA,"10,919",133,1651,
Lee,VA,"22,173",437,1792,
Loudoun,VA,"420,959",520,1757,
Louisa,VA,"37,596",498,1742,
Lunenburg,VA,"11,936",432,1745,
Madison,VA,"13,837",322,1792,
Mathews,VA,"8,533",86,1790,
Mecklenburg,VA,"30,319",624,1764,
Middlesex,VA,"10,625",130,1675,
Montgomery,VA,"99,721",388,1776,
Nelson,VA,"14,775",472,1807,
New Kent,VA,"22,945",210,1654,
Northampton,VA,"12,282",207,1634,
Northumberland,VA,"11,839",192,1648,
Nottoway,VA,"15,642",315,1788,
Orange,VA,"36,254",342,1734,
Page,VA,"23,709",311,1831,
Patrick,VA,"17,608",483,1790,
Pittsylvania,VA,"60,501",978,1767,
Powhatan,VA,"30,333",261,1777,
Prince Edward,VA,"21,849",353,1753,
Prince George,VA,"43,010",266,1702,
Prince William,VA,"482,204",338,1730,
Pulaski,VA,"33,800",321,1839,
Rappahannock,VA,"7,348",267,1831,
Richmond,VA,"8,923",192,1692,
Roanoke,VA,"96,929",251,1838,
Rockbridge,VA,"22,650",600,1778,
Rockingham,VA,"83,757",851,1778,
Russell,VA,"25,781",475,1785,
Scott,VA,"21,576",537,1814,
Shenandoah,VA,"44,186",512,1772,
Smyth,VA,"29,800",452,1831,
Southampton,VA,"17,996",600,1748,
Spotsylvania,VA,"140,032",401,1720,
Stafford,VA,"156,927",270,1666,
Surry,VA,"6,561",279,1652,
Sussex,VA,"10,829",491,1754,
Tazewell,VA,"40,429",520,1799,
Warren,VA,"40,727",214,1837,
Washington,VA,"53,935",564,1776,
Westmoreland,VA,"18,477",229,1653,
Wise,VA,"36,130",403,1855,
Wythe,VA,"28,290",463,1790,
York,VA,"70,045",106,1634,
"Alexandria, City of",VA,"159,467",15,1847,
"Bristol, City of",VA,"17,219",12,1890,
"Buena Vista, City of",VA,"6,641",7,1892,
"Charlottesville, City of",VA,"46,553",10,1762,
"Chesapeake, City of",VA,"249,422",341,1963,
"Colonial Heights, City of",VA,"18,170",8,1948,
"Covington, City of",VA,"5,737",4,1952,
"Danville, City of",VA,"42,590",43,1890,
"Emporia, City of",VA,"5,766",7,1967,
"Fairfax, City of",VA,"24,146",6,1961,
"Falls Church, City of",VA,"14,658",2.1,1948,
"Franklin, City of",VA,"8,180",8,1961,
"Fredericksburg, City of",VA,"27,982",10,1879,
"Galax, City of",VA,"6,720",8,1953,
"Hampton, City of",VA,"137,148",52,1849,
"Harrisonburg, City of",VA,"51,814",18,1916,
"Hopewell, City of",VA,"23,033",10,1916,
"Lexington, City of",VA,"7,320",2.5,1966,
"Lynchburg, City of",VA,"79,009",49,1896,
"Manassas, City of",VA,"42,772",10,1976,
"Manassas Park, City of",VA,"17,219",2.5,1975,
"Martinsville, City of",VA,"13,485",11,1942,
"Newport News, City of",VA,"186,247",68,1896,
"Norfolk, City of",VA,"238,005",54,1691,
"Norton, City of",VA,"3,687",7,1954,
"Petersburg, City of",VA,"33,458",23,1874,
"Poquoson, City of",VA,"12,460",16,1975,
"Portsmouth, City of",VA,"97,915",33,1908,
"Radford, City of",VA,"16,070",10,1892,
"Richmond, City of",VA,"226,610",60,1842,
"Roanoke, City of",VA,"100,011",43,1884,
"Salem, City of",VA,"25,346",15,1967,
"Staunton, City of",VA,"25,750",20,1871,
"Suffolk, City of",VA,"94,324",400,1973,
"Virginia Beach, City of",VA,"459,470",248,1963,
"Waynesboro, City of",VA,"22,196",14,1948,
"Williamsburg, City of",VA,"15,425",9,1884,
"Winchester, City of",VA,"28,120",9,1874,
Adams,WA,"20,613",1925,,
Asotin,WA,"22,285",636,,
Benton,WA,"206,873",1700,,
Chelan,WA,"79,074",2920,,
Clallam,WA,"77,155",1738,,
Clark,WA,"503,311",629,,
Columbia,WA,"3,952",869,,
Cowlitz,WA,"110,730",1139,,
Douglas,WA,"42,938",1819,,
Ferry,WA,"7,178",2204,,
Franklin,WA,"96,749",1242,,
Garfield,WA,"2,286",710,,
Grant,WA,"99,123",2680,,
Grays Harbor,WA,"75,636",1902,,
Island,WA,"86,857",209,,
Jefferson,WA,"32,977",1804,,
King,WA,"2,269,675",2115,,
Kitsap,WA,"275,611",395,,
Kittitas,WA,"44,337",2297,,
Klickitat,WA,"22,735",1872,,
Lewis,WA,"82,149",2403,,
Lincoln,WA,"10,876",2311,,
Mason,WA,"65,726",959,,
Okanogan,WA,"42,104",5268,,
Pacific,WA,"23,365",933,,
Pend Oreille,WA,"13,401",1400,,
Pierce,WA,"921,130",1670,,
San Juan,WA,"17,788",174,,
Skagit,WA,"129,523",1731,,
Skamania,WA,"12,036",1656,,
Snohomish,WA,"827,957",2087,,
Spokane,WA,"539,339",1764,,
Stevens,WA,"46,445",2478,,
Thurston,WA,"294,793",722,,
Wahkiakum,WA,"4,422",264,,
Walla Walla,WA,"62,584",1270,,
Whatcom,WA,"226,847",2107,,
Whitman,WA,"47,973",2159,,
Yakima,WA,"256,728",4296,,
Barbour,WV,"15,465",341,,
Berkeley,WV,"122,076",321,,
Boone,WV,"21,809",503,,
Braxton,WV,"12,447",514,,
Brooke,WV,"22,559",89,,
Cabell,WV,"94,350",282,,
Calhoun,WV,"6,229",281,,
Clay,WV,"8,051",342,,
Doddridge,WV,"7,808",320,,
Fayette,WV,"40,488",664,,
Gilmer,WV,"7,408",340,,
Grant,WV,"10,976",477,,
Greenbrier,WV,"32,977",1021,,
Hampshire,WV,"23,093",642,,
Hancock,WV,"29,095",83,,
Hardy,WV,"14,299",583,,
Harrison,WV,"65,921",416,,
Jackson,WV,"27,791",466,,
Jefferson,WV,"57,701",210,,
Kanawha,WV,"180,745",903,,
Lewis,WV,"17,033",389,,
Lincoln,WV,"20,463",438,,
Logan,WV,"32,567",454,,
Marion,WV,"56,205",307,,
